MEP,KPI,Quarter,Predicted_KPI,Intercept,DL_HC_Used,IDL_HC_Used,Coef_DL_HC,Coef_IDL_HC,FY22 Q1,FY22 Q2,FY22 Q3,FY22 Q4,FY23 Q1,FY23 Q2,FY23 Q3,FY23 Q4,FY24 Q1,FY24 Q2,FY24 Q3,FY24 Q4,FY25 Q1,FY25 Q2,FY25 Q3,FY25 Q4
"GSS Bangalore, IND_7",KPI: Std VAM from Ops,FY26 Q1,37535913.70682276,40422017.833622366,1433.0,204.0,-12842.739509097864,76066.38034185114,59136085.41,40944859.19,68273705.51,25663811.84,39266127.47,62023016.33,66453257.26,59007738.11,10803977.2,54515746.09,9833761.93,42517995.9,73708782.65,43203470.77,45423974.92,49435650.36
"GSS Bangalore, IND_8",KPI: Std VAM from Ops,FY26 Q1,45887839.34523577,75169267.38813475,327.0,400.0,-34222.48886167386,-45226.68546282906,50247912.1,45026287.02,75202704.25,29437541.83,10800878.81,19259663.2,24037396.41,18626696.79,60844239.39,50545749.67,9184917.59,78820420.36,51824656.19,78325760.85,27699994.27,68713646.99
"GSS Bangalore, IND_9",KPI: Std VAM from Ops,FY26 Q1,42845811.35793807,44144780.825140215,1177.0,262.0,-26585.08813058519,114472.05825380393,73498479.15,45213825.14,69149082.6,79217950.01,51747579.49,5585314.25,66113261.1,35318932.03,30396682.39,26539472.63,62148217.6,53336752.32,25158927.84,76734046.13,27839185.44,27798496.11
"GSS Corlu, TUR_1",KPI: Std VAM from Ops,FY26 Q1,40141742.0945878,28810624.613427468,579.0,50.0,20064.892418297404,-5729.104580677142,30676757.85,19040075.66,35906781.08,48917414.06,66682903.41,50488811.67,50943512.48,77221326.47,18750588.84,60563575.48,48291594.48,22539127.59,54471203.23,48692368.54,68810784.0,49566664.18
"GSS Corlu, TUR_10",KPI: Std VAM from Ops,FY26 Q1,68914864.88020769,2138358.0548883453,900.0,466.0,7456.249014809378,128896.74401714784,23621594.03,76576218.41,79845380.03,14830215.14,52948102.33,32350500.86,51229253.8,27951718.95,20590802.79,7637432.02,36363990.49,44209467.57,17359523.08,15501140.47,36586043.37,18299133.24
"GSS Corlu, TUR_2",KPI: Std VAM from Ops,FY26 Q1,55147944.0642388,37888584.99335557,1448.0,280.0,-3149.2827733629297,77926.8590239741,56598189.16,38224029.66,13664040.89,75755858.7,42111781.59,74750171.08,75286239.81,47181369.43,72059516.2,63125464.55,51996319.01,28247931.97,41040335.88,58123115.77,61170106.61,72842522.48
"GSS Corlu, TUR_3",KPI: Std VAM from Ops,FY26 Q1,46257965.43867182,-6873735.403237149,559.0,483.0,28178.557530254013,77391.07077121527,18285826.58,5513332.25,29258607.55,79303465.83,70662794.23,20103619.98,6578647.92,55439454.32,22458328.34,13216368.28,66458056.66,26781059.59,75372835.68,24392999.0,34679465.0,44393793.12
"GSS Corlu, TUR_4",KPI: Std VAM from Ops,FY26 Q1,26186792.200618267,33648208.0046501,1237.0,500.0,23458.938936952527,-72960.24653808422,11422074.84,39243255.12,63432418.67,52950270.86,6194035.89,54054483.58,12820021.69,12818248.79,27246833.73,76903065.08,16106693.04,27342048.79,26531067.61,28730283.12,64767393.74,17309346.2
"GSS Corlu, TUR_5",KPI: Std VAM from Ops,FY26 Q1,42910955.076150745,37540871.91836441,433.0,52.0,15143.86033882112,-22830.930171600226,76371207.91,18987411.68,65483401.7,33628252.37,26794179.48,74677422.34,26188517.74,27298639.14,73171656.09,22619227.2,40801378.68,23225367.46,19819527.73,30144628.99,10900531.76,59200549.0
"GSS Corlu, TUR_6",KPI: Std VAM from Ops,FY26 Q1,42460818.14791019,37109544.31708457,958.0,310.0,1000.8979176454932,14169.076212004004,11231884.08,34653889.69,22342434.05,73256080.67,36058892.74,38734208.16,50410424.62,29961403.37,30651775.71,22538600.64,77775109.02,75616525.93,32840300.41,75675328.1,44746489.19,17577600.56
"GSS Corlu, TUR_7",KPI: Std VAM from Ops,FY26 Q1,38880811.93765578,30675080.484536182,1488.0,349.0,6208.02349536234,-2956.4685042394462,35017745.55,39800190.57,75955934.35,26383598.12,64914526.21,22967380.14,14379947.61,39360447.57,37831630.42,14796340.28,15435762.02,43524820.08,33313476.77,45660243.07,10543486.1,43453360.04
"GSS Corlu, TUR_8",KPI: Std VAM from Ops,FY26 Q1,45186660.091649264,-995366.0977822989,1337.0,407.0,25720.662761274998,28976.658667338797,79005765.87,27130673.8,47886459.39,72635078.12,26243983.01,33406215.49,34502427.8,19620462.73,20885189.86,26835045.93,6370421.06,10158703.28,69655874.96,58132140.35,22602070.75,74102473.76
"GSS Corlu, TUR_9",KPI: Std VAM from Ops,FY26 Q1,35764597.265705384,58914570.47578109,819.0,481.0,1175.8541782435802,-50130.972519869436,72557464.89,67209436.63,9834898.85,44207314.66,64328967.36,72807916.29,45287721.93,79461048.41,18048120.28,14683451.04,18169672.55,43745901.12,57642901.21,39821886.82,12349014.98,79547200.03
"MECH Zurich, CHE_1",KPI: Std VAM from Ops,FY26 Q1,48864677.117499486,30943565.15329612,419.0,373.0,10740.904539055198,35980.35646739741,70764473.35,65496186.79,51235055.87,53447512.02,59260533.41,19883608.15,55721228.14,32501154.86,20379409.91,73331212.19,30325679.1,10681227.46,74890178.0,71541361.08,41057823.05,24759998.95
"MECH Zurich, CHE_10",KPI: Std VAM from Ops,FY26 Q1,51601236.49500052,11493178.26389353,1318.0,348.0,27530.684756524355,10984.527936804267,52918253.72,25293132.22,17144386.5,26188058.86,66224157.13,34162962.31,13573138.38,55376795.51,17484808.46,62079683.65,56624816.63,23100943.56,42819301.15,19064778.71,33957106.64,39864048.95
"MECH Zurich, CHE_2",KPI: Std VAM from Ops,FY26 Q1,38768927.99330509,51329469.877494246,1303.0,408.0,-15024.645540596699,17197.478566687103,19648389.02,68173686.77,52998978.94,44795986.87,35166990.45,23669080.87,11043899.92,57329657.7,79579554.89,60961492.2,6613579.63,59468919.92,14080130.57,61306084.09,17720367.72,63418244.54
"MECH Zurich, CHE_3",KPI: Std VAM from Ops,FY26 Q1,63359001.67337763,87220367.85085823,323.0,92.0,-36430.35307931708,-131460.45796588235,28812344.74,16673978.56,74931004.84,57293904.62,6458486.72,7678447.12,26899892.42,57871249.92,19403209.23,52574669.41,52640596.25,13941336.55,30142750.02,68398112.14,27978152.37,48002566.84
"MECH Zurich, CHE_4",KPI: Std VAM from Ops,FY26 Q1,47739166.41176982,42916153.6157378,705.0,310.0,4637.729223535039,5011.011914321995,47737795.86,61740019.72,76489381.53,63571921.74,59652301.5,32547803.22,5809998.64,49279418.7,39837998.17,41125972.46,40057930.84,51921064.99,77196526.18,23080059.98,33973093.34,28887700.16
"MECH Zurich, CHE_5",KPI: Std VAM from Ops,FY26 Q1,34941240.032009445,18115414.07515248,1125.0,74.0,13837.407198671759,17010.038626368078,67433067.9,9503539.68,9121508.72,37854815.31,6909222.2,65788096.31,8909566.1,27648898.38,45870418.98,47322134.94,26276700.21,18937193.43,38121156.15,50330322.77,75268141.04,11366502.47
"MECH Zurich, CHE_6",KPI: Std VAM from Ops,FY26 Q1,38366738.51667066,66704505.79479034,1244.0,379.0,7584.703747384972,-99665.2737199646,42999367.76,48882644.77,58595978.18,39692479.91,5355116.25,41179030.07,14899497.32,39793492.09,61603824.85,60040465.57,77990439.0,77702959.0,78772749.55,49281170.08,78155682.63,38723289.92
"MECH Zurich, CHE_7",KPI: Std VAM from Ops,FY26 Q1,40355425.527046576,31685810.241228558,938.0,229.0,-5923.5597771861885,62121.89675466667,14670101.85,39250021.26,61812552.96,9738565.1,20235810.8,73097866.38,59751114.91,77709643.43,55467050.25,10346908.57,78701394.66,36155299.43,60357610.01,21244105.15,25709207.43,10098450.01
"MECH Zurich, CHE_8",KPI: Std VAM from Ops,FY26 Q1,66204649.33589245,44539018.531045265,1189.0,104.0,23997.64988011608,-66034.37406356576,70328946.41,63572881.59,35015021.35,22863271.62,6307877.1,56671745.93,59628806.12,26755922.52,47519736.91,7954834.99,50870631.41,70962887.05,23942798.72,54423562.06,44884179.33,8850267.62
"MECH Zurich, CHE_9",KPI: Std VAM from Ops,FY26 Q1,16002538.039106514,48834460.99053818,230.0,484.0,26472.07803647966,-80414.25805748344,63713214.63,66751178.76,37452324.45,22565305.72,24777376.0,37824112.43,52221431.33,69198950.08,24862314.56,21443444.96,29394087.65,55931362.37,70495477.53,29356097.01,72871256.13,7123948.02
"MFG Cork, IRL_1",KPI: Std VAM from Ops,FY26 Q1,42984581.740056545,49177002.63513775,1276.0,243.0,16857.110370690847,-114000.3857122746,18181880.86,8657637.97,29480498.59,8599881.91,15331289.79,22817319.02,15260512.9,76801356.43,17668531.68,74223700.55,25527422.75,27217000.74,19820714.85,11112978.52,37055188.21,20279191.24
"MFG Cork, IRL_10",KPI: Std VAM from Ops,FY26 Q1,34674514.30982727,45493002.11182786,1284.0,312.0,5463.839872385437,-57160.4429427676,41966876.07,79177326.71,14234267.52,37974647.15,37540702.62,29047479.99,16692533.37,37281980.21,34991629.17,34038998.75,66878341.27,5822140.67,66069501.46,22744823.03,28526292.37,58347517.06
"MFG Cork, IRL_2",KPI: Std VAM from Ops,FY26 Q1,39945865.449885935,21309706.286734384,747.0,138.0,28622.8175982999,-19891.924512887465,17396212.76,65539335.8,24249696.61,59926596.83,21659840.32,23640792.06,34098835.56,12329435.53,50815075.41,63453906.3,60004263.48,49426886.67,29349574.43,44712032.81,22566655.26,51146017.95
"MFG Cork, IRL_3",KPI: Std VAM from Ops,FY26 Q1,26840596.17211163,66388963.97716779,1298.0,448.0,-10498.509486372996,-57860.05020478574,44854061.73,57409174.72,37661408.33,77499081.47,6085233.5,69346182.36,37701292.46,64390235.89,56338065.99,12956253.86,67224639.49,40789607.1,46115118.89,42363962.88,39431134.31,37992268.11
"MFG Cork, IRL_4",KPI: Std VAM from Ops,FY26 Q1,24172760.42797964,61503812.74681587,156.0,420.0,2573.5787002234993,-89839.35856207403,41701760.87,72958625.99,78606208.84,19350632.12,41075128.18,69085009.94,24639619.96,62176429.13,54125678.36,31105010.03,75892864.91,49831423.69,17953326.26,56007488.72,63449847.69,65549426.03
"MFG Cork, IRL_5",KPI: Std VAM from Ops,FY26 Q1,52053878.02051365,60753596.40210199,725.0,210.0,13216.130458398145,-87054.34744727144,63476861.05,6954443.21,28423209.12,76163652.29,44037461.68,78458155.18,9006432.61,56750760.32,36727790.15,34859244.55,22829074.71,74265208.68,41280491.78,29201494.79,7467259.81,76942748.45
"MFG Cork, IRL_6",KPI: Std VAM from Ops,FY26 Q1,41408147.58033604,42295966.23481102,740.0,470.0,-4245.757277520813,4795.833469979612,45580890.7,32363829.07,37189598.91,14062575.98,57662305.05,55013282.77,40750793.07,43751222.6,58892295.31,10530884.22,50244505.21,31543813.43,51545752.83,36277772.52,44096622.56,17294475.71
"MFG Cork, IRL_7",KPI: Std VAM from Ops,FY26 Q1,74805701.72449113,62605127.87802936,121.0,421.0,-8322.98468769851,31372.102122739423,63051104.8,71900875.81,69762356.94,71958270.52,48433772.04,59892846.64,73813181.69,44501703.4,65146931.1,38149196.03,76810855.48,70441479.66,13416386.35,68123266.85,58642797.01,73223637.9
"MFG Cork, IRL_8",KPI: Std VAM from Ops,FY26 Q1,31419140.927397937,56590903.60727076,930.0,320.0,-8697.074881766608,-53385.884499468375,62184462.28,34081927.42,19165879.6,54990972.96,25928949.54,12040570.2,58311947.16,55581447.12,25542864.39,65444614.25,25727729.1,32703252.38,5243368.79,47705717.2,47901902.21,72512837.16
"MFG Cork, IRL_9",KPI: Std VAM from Ops,FY26 Q1,27490291.894242376,32673409.125896037,268.0,407.0,19523.3085945408,-25590.574778846665,10927932.72,48375661.64,32817492.06,38722842.99,65817298.03,41634223.02,77522649.04,39868615.24,13502389.49,16438244.53,64450342.02,60485257.3,43246104.37,45004775.61,7369380.71,27402351.69
"MFG Manaus, BRA_1",KPI: Std VAM from Ops,FY26 Q1,31000706.234550748,47818030.91774066,435.0,321.0,11540.71120423609,-68029.70111225112,5179767.85,34983844.83,25267676.44,25017698.75,18242342.31,25988467.88,21774107.58,31135637.65,52014709.96,69943426.96,63590164.96,64800460.94,64802754.29,59330597.05,40579073.47,47880743.12
"MFG Manaus, BRA_10",KPI: Std VAM from Ops,FY26 Q1,38515681.48248409,42476078.724568,788.0,123.0,-7506.803513151756,15894.015660810339,54290541.2,33315032.2,75145948.71,73581930.84,48240371.33,19629814.51,5220986.27,34126728.49,12058128.93,33703734.96,45511941.06,32460210.72,78166539.23,67178824.73,43018389.69,51759569.14
"MFG Manaus, BRA_2",KPI: Std VAM from Ops,FY26 Q1,34172498.68047459,30258692.502222903,558.0,486.0,28792.41563943427,-25004.85956492313,65445844.11,31809954.11,46962972.85,63211089.51,74084407.52,70280917.71,55221589.43,9818862.24,23856650.2,16133970.99,77474574.57,69629560.85,21425207.2,19126366.84,6936063.4,38580716.44
"MFG Manaus, BRA_3",KPI: Std VAM from Ops,FY26 Q1,52751668.854177095,59384654.77115335,327.0,67.0,-3106.95612150624,-83835.98903348832,39817580.29,34529751.32,28513826.4,43596457.03,78887815.9,78984252.43,12108758.05,5939075.37,46960987.67,45922466.73,31477928.82,17720913.65,27926475.65,76707959.87,79929798.07,38803809.03
"MFG Manaus, BRA_4",KPI: Std VAM from Ops,FY26 Q1,60981148.83336313,25176988.5946124,1457.0,290.0,30812.28368305414,-31342.541680893602,52692928.02,36998865.43,19290599.36,71079858.06,77892581.7,74946621.29,60265139.88,43351594.21,27336455.08,42969028.52,28020807.15,59030637.19,10618881.69,41703141.4,20979411.55,61747179.03
"MFG Manaus, BRA_5",KPI: Std VAM from Ops,FY26 Q1,31451111.23218828,50673490.29996954,303.0,343.0,10313.767166487301,-65152.91696567612,14410709.58,49253027.67,18151061.45,71417819.36,18745053.85,19635122.33,28468717.96,64852705.04,49222773.86,7243321.26,75517685.14,26604861.98,14021148.68,51771388.89,39704011.31,7108784.33
"MFG Manaus, BRA_6",KPI: Std VAM from Ops,FY26 Q1,34898637.73360475,27111151.830535337,813.0,189.0,4912.239448010897,20073.202284849485,9632905.38,44583175.43,33744593.37,33626028.34,43072946.04,35631904.05,17273945.89,70658555.3,67247375.95,26466546.88,26029938.77,20665718.43,74080007.61,33671528.27,68050183.37,47409380.5
"MFG Manaus, BRA_7",KPI: Std VAM from Ops,FY26 Q1,45936587.556591935,39162694.41980031,909.0,224.0,-922.8076182987768,33985.38063314827,43715568.03,46656418.73,47570835.34,61234616.57,69835065.77,10821336.76,19739815.52,53697725.75,70572257.39,14217362.08,70723508.52,54499524.08,27277783.93,38932570.43,16879050.92,60566567.18
"MFG Manaus, BRA_8",KPI: Std VAM from Ops,FY26 Q1,41165486.25351551,30740332.102110203,417.0,415.0,4777.2437316424,20320.586783880542,6701565.48,52269915.75,7237735.34,64666402.54,59640212.58,28786752.27,9552753.7,25500590.09,46726777.89,65651221.09,50726478.22,62387780.82,36847857.88,57764248.94,5901031.46,60605190.7
"MFG Manaus, BRA_9",KPI: Std VAM from Ops,FY26 Q1,54400018.53116751,28630512.33696445,951.0,271.0,20839.68276896169,21959.29107350733,12304179.91,75149782.36,28334981.81,61527427.13,19742036.53,13907112.23,20602921.96,73268916.99,58637743.16,59300104.64,64096796.38,69156198.56,19674927.42,10054512.18,11282415.79,40927715.05
"MFG Northfield, USA_1",KPI: Std VAM from Ops,FY26 Q1,17124691.031185187,62366539.517199844,1357.0,382.0,-29546.744519773183,-13473.602546289138,38851669.31,20377698.42,48426538.37,14349565.36,49167513.58,78970845.16,9659706.13,8051526.05,35977795.17,28560750.41,32299889.6,46838017.52,61189912.23,56463738.94,60068853.49,71881217.07
"MFG Northfield, USA_10",KPI: Std VAM from Ops,FY26 Q1,42614533.16021194,34947288.435971595,437.0,323.0,-4442.894635647925,29748.57486073836,63345096.04,67813104.64,48316308.89,19526470.07,46283197.26,18336607.74,35083745.96,55259056.73,71965596.43,11885807.34,46901053.2,11114016.98,70102894.71,15890666.05,53565410.75,51189332.87
"MFG Northfield, USA_2",KPI: Std VAM from Ops,FY26 Q1,39640850.88393956,32403888.09903192,198.0,127.0,-10097.232215136042,72726.100500036,54748935.46,39957307.96,61728750.49,22955691.2,42319811.67,22874071.94,71560333.45,5857525.15,44204996.86,61772208.47,43846263.41,48843068.44,23305388.16,20671122.74,20368221.96,58080295.48
"MFG Northfield, USA_3",KPI: Std VAM from Ops,FY26 Q1,45621787.8042549,69294152.05093601,809.0,127.0,-27602.173112622397,-10568.552744642479,64990048.22,65647555.96,28070460.1,33428404.2,20129780.58,13971608.56,77270770.29,58080785.18,14705294.92,9506003.38,12957295.57,78210927.53,24448768.76,58476465.56,19542958.69,40311639.08
"MFG Northfield, USA_4",KPI: Std VAM from Ops,FY26 Q1,17305175.61526306,51263822.8599713,1326.0,485.0,-19702.330759151795,-16151.250841387546,24457593.51,59350554.47,17356902.19,42153253.14,18409831.02,73423920.64,56321734.88,6546941.76,20617411.23,21550123.72,22226478.57,31906232.66,27081269.86,12467750.08,42222667.42,10814782.66
"MFG Northfield, USA_5",KPI: Std VAM from Ops,FY26 Q1,38264179.88264414,63587513.25665639,1217.0,485.0,-17155.26772387119,-9165.716606311373,72243032.28,37133876.7,50626087.09,78025553.45,22952067.52,21694466.41,77910086.95,26389384.66,27510514.11,52338412.81,65093442.4,15030633.8,14214371.84,49175009.28,33101258.81,23908635.09
"MFG Northfield, USA_6",KPI: Std VAM from Ops,FY26 Q1,32903629.68322032,44116105.23419861,561.0,24.0,-22366.423648406406,55628.671490737695,64010485.31,17756502.03,30762082.64,47452066.58,41808576.94,8526656.37,30715157.23,66680272.81,14213271.67,73287202.36,9327510.5,57997120.98,6334897.75,65928784.1,61437939.62,76205276.0
"MFG Northfield, USA_7",KPI: Std VAM from Ops,FY26 Q1,39501661.564094186,26522877.69461473,398.0,260.0,10573.24602380171,33733.19981540915,21138076.48,45347126.35,7662756.33,61590764.5,25847763.81,53145904.8,64424626.65,69348384.84,77930292.92,44584403.94,46066980.38,14236134.77,21098489.84,41669830.6,63950266.25,27644708.33
"MFG Northfield, USA_8",KPI: Std VAM from Ops,FY26 Q1,40182366.931511946,76129151.3837054,1461.0,120.0,-18416.312564832344,-75337.9316247784,69427138.43,49928791.32,20933690.03,41777358.96,78647477.39,59125958.63,40905902.58,46076039.33,26328653.61,9381637.66,29849307.13,54325963.99,79235393.93,28107711.81,29363456.29,17683537.0
"MFG Northfield, USA_9",KPI: Std VAM from Ops,FY26 Q1,40075777.70002057,39167948.20972048,694.0,382.0,12742.225253071676,-20772.97077311952,70182134.79,24827386.31,30328043.9,41521214.19,40983970.74,33011856.51,48272534.6,26122428.7,73242664.45,37898588.0,78360078.86,36848347.66,57309324.79,6766325.95,31012965.37,24489869.78
"MFG Penang, MYS_1",KPI: Std VAM from Ops,FY26 Q1,38937725.646373995,50861745.503933415,648.0,241.0,8576.234043831597,-72537.01044797632,7816578.08,31312287.96,31924355.92,28907431.3,66592224.45,57866683.0,52582731.07,44667421.71,29196118.17,60567897.04,76315648.82,28298539.91,36059494.59,6968203.32,10069516.31,5102519.88
"MFG Penang, MYS_10",KPI: Std VAM from Ops,FY26 Q1,40176215.584040925,63050371.397463724,1126.0,301.0,-26541.867643916765,23295.63838414445,57248443.56,30393820.11,63458257.37,61118320.65,61731900.19,19005188.75,58524134.63,75788856.99,72403143.13,17403033.91,7629001.68,31743445.14,67000364.8,18912859.4,56084709.38,41093679.5
"MFG Penang, MYS_2",KPI: Std VAM from Ops,FY26 Q1,50663336.03064587,54454963.74161413,366.0,410.0,-9457.01301142358,-805.7584116761813,28949846.87,68104773.32,79269655.67,13153603.05,34499666.06,76424684.57,52550922.99,37260616.01,34713157.87,33735767.33,40597454.22,65634476.03,33251827.7,48485004.56,19274413.4,13138048.81
"MFG Penang, MYS_3",KPI: Std VAM from Ops,FY26 Q1,35063576.68814412,50514847.94584006,1387.0,254.0,-21307.011917132328,55517.9302022307,78907216.16,60279683.51,38723865.34,34046480.29,47088571.74,14120988.75,72677928.95,51318522.9,36626938.01,5811038.55,74824478.66,23118905.38,16703065.2,24716610.04,69579658.09,63345751.44
"MFG Penang, MYS_4",KPI: Std VAM from Ops,FY26 Q1,33996904.1427539,30755217.598782737,1148.0,138.0,5655.597262564214,-23557.529807627227,6633971.52,25199315.75,17092379.76,59713934.22,15660892.57,58456694.29,19687158.49,26140827.64,58014085.72,24952174.98,19903297.1,27798321.31,18419143.2,78461773.05,57040395.18,8276338.6
"MFG Penang, MYS_5",KPI: Std VAM from Ops,FY26 Q1,40716120.690149456,59088739.99209364,1178.0,233.0,-8925.759561864956,-33725.64179428011,46500435.15,79469392.09,43412154.73,47011393.03,37701449.09,25739255.19,36964990.51,47677549.91,40836481.8,62771974.33,42222763.36,25081251.28,68548404.55,75846639.09,72180859.08,26664201.73
"MFG Penang, MYS_6",KPI: Std VAM from Ops,FY26 Q1,68933310.33181709,71843017.06641364,111.0,70.0,-31736.876984035025,8758.380151876194,54841602.63,79654342.83,16181949.21,78600848.06,48114409.06,53264422.93,54556777.32,62843269.64,11972486.61,18616764.03,58237902.75,69842918.5,79375221.61,9536145.58,9474940.67,54225192.33
"MFG Penang, MYS_7",KPI: Std VAM from Ops,FY26 Q1,27418225.341482937,33631564.85745654,282.0,439.0,6273.298092825636,-18183.165326082995,17534193.78,19857755.55,58968080.67,33531218.36,14276178.04,57638318.22,44460079.36,20494064.95,21432804.4,65282869.39,22285528.51,39874437.84,68704528.23,14811759.56,30555235.42,21681405.03
"MFG Penang, MYS_8",KPI: Std VAM from Ops,FY26 Q1,49976834.760127276,64981183.09377002,228.0,304.0,-5522.571179125925,-45214.48060790144,58677077.83,22369976.74,51636521.29,44912935.24,32749322.76,76455013.05,42841774.06,44100136.27,56650534.12,51663454.06,45759564.47,78206082.36,46728397.44,57849219.1,19140614.58,35936396.4
"MFG Penang, MYS_9",KPI: Std VAM from Ops,FY26 Q1,48256271.54409058,54375475.325023875,153.0,462.0,-34110.8522273288,-1948.5787665627545,5443339.47,10432529.79,74574962.06,34193430.4,59314897.48,26220812.65,6839792.5,11585336.59,48694747.49,24004972.44,61678131.72,23718446.11,79056748.8,66075310.55,33177584.83,64618010.92
"MFG Shenzhen, CHN_1",KPI: Std VAM from Ops,FY26 Q1,45433394.38971691,53552801.96459134,1353.0,200.0,2132.5123144252307,-55023.48368145882,72161719.97,68138002.07,43995824.64,56001035.16,50239556.23,12527027.56,8673186.01,77809054.51,26178503.21,41292469.91,16034810.49,27575290.09,76645884.92,37144154.61,57247603.17,40695998.56
"MFG Shenzhen, CHN_10",KPI: Std VAM from Ops,FY26 Q1,20693814.220769852,62063122.67975379,1056.0,490.0,860.4105615320002,-86281.43267747291,51047590.12,57066844.53,63659620.6,28962168.82,61394843.08,7236672.94,43184311.67,15431273.1,42869774.03,11303578.89,47861134.1,13659914.57,15718209.93,57489711.37,73179504.25,18159396.89
"MFG Shenzhen, CHN_2",KPI: Std VAM from Ops,FY26 Q1,35533456.6438472,43561785.31180475,939.0,75.0,-9356.980558952373,10105.01435864964,56451208.96,56090399.12,77633880.32,13977438.32,59362680.83,9214427.37,18757145.65,42757312.93,25066587.52,77698985.71,33209123.82,7669134.45,74473961.68,54691272.05,61322700.16,70452281.91
"MFG Shenzhen, CHN_3",KPI: Std VAM from Ops,FY26 Q1,45027887.03871053,19655073.87323382,300.0,282.0,9245.212274147412,80139.1825646542,61759495.28,23792006.38,46447033.33,63760476.36,22305011.26,23031257.58,35164559.67,57319017.64,72912410.42,77155789.47,57124383.45,9973984.03,65772871.9,49736705.12,18059028.35,15572064.72
"MFG Shenzhen, CHN_4",KPI: Std VAM from Ops,FY26 Q1,42156610.27942235,51679061.97007809,391.0,233.0,-3760.1173466992714,-34558.99488453358,10736684.15,37155633.4,51425244.48,52765331.88,24317543.78,7335342.66,20089330.76,29036895.19,36831661.3,65838209.76,47965641.3,77295913.27,33847749.92,76774341.11,5233058.22,55216293.31
"MFG Shenzhen, CHN_5",KPI: Std VAM from Ops,FY26 Q1,59905454.64089964,84830236.47399426,762.0,46.0,-29533.321144354686,-52617.19828470313,18836960.14,73559687.65,10095764.28,73628229.57,62738342.93,14351653.22,5496830.39,70266484.04,38776446.67,48806388.0,79294512.74,46884694.03,13390603.37,63172905.3,28694253.14,17250468.78
"MFG Shenzhen, CHN_6",KPI: Std VAM from Ops,FY26 Q1,52423229.14091253,70877665.57706384,404.0,210.0,-19343.307184081183,-50665.43016086913,23480412.09,39009478.7,20075564.83,5364414.11,53849527.09,66619263.65,59205279.14,50620916.24,8712530.72,22956538.71,78535441.38,57593541.47,73302028.68,47823555.58,57712653.74,48477325.24
"MFG Shenzhen, CHN_7",KPI: Std VAM from Ops,FY26 Q1,52532150.95675777,36074282.69968913,637.0,364.0,-11276.254421195032,64947.36902024692,76142563.62,35068608.18,45638661.76,30743471.82,9711567.47,9411549.88,64255121.07,11070923.22,60084629.17,54478067.43,52236297.3,52637084.61,51886784.47,64027383.35,28648780.27,12255011.76
"MFG Shenzhen, CHN_8",KPI: Std VAM from Ops,FY26 Q1,72261442.60821812,87995689.72045557,368.0,26.0,-37538.2377563467,-73852.90838084092,14110079.57,45301440.13,30666647.13,63005327.19,12791691.72,9470674.8,64275086.45,41389005.84,41924692.6,22434806.38,64418518.31,49635449.33,19277093.18,29522719.27,52638134.84,75512107.16
"MFG Shenzhen, CHN_9",KPI: Std VAM from Ops,FY26 Q1,32016020.26014632,31989635.15982824,425.0,388.0,14799.605406458391,-16142.905148007047,11114771.8,5717400.11,35134849.19,14165649.4,61149282.89,34312640.56,63771489.17,19569582.51,59617069.29,57470200.84,41713291.23,73183251.75,77109089.64,36543070.06,34982351.29,57287214.86
"MFG Tijuana, MEX_1",KPI: Std VAM from Ops,FY26 Q1,31721586.377001815,47791760.4586723,745.0,402.0,-25078.45171855746,6500.677732972202,34357822.9,30179504.92,13110818.21,11039346.28,49526546.03,35043229.02,17172056.53,11178699.01,14916437.13,42274716.4,50081703.99,67584418.16,61283622.56,14570962.88,22573264.75,34010066.76
"MFG Tijuana, MEX_10",KPI: Std VAM from Ops,FY26 Q1,37709117.57466477,63084130.4201954,1008.0,272.0,-18473.71437672321,-24829.076300711895,51016918.83,45733948.9,44368321.47,61262830.61,52742232.66,42617234.21,45967910.98,36478730.49,37369717.33,10045848.28,7267801.5,32374084.83,72683209.52,74825523.71,23224455.64,9573774.62
"MFG Tijuana, MEX_2",KPI: Std VAM from Ops,FY26 Q1,51967567.81985212,37506127.33757094,1492.0,26.0,10166.306914713377,-27180.362864276212,58898783.66,64008349.22,25712070.11,43939970.35,16053722.13,42340422.98,45207451.92,76530974.41,54139977.02,5171237.29,7769799.21,51865636.49,12147973.42,20500418.8,64443276.04,51971393.17
"MFG Tijuana, MEX_3",KPI: Std VAM from Ops,FY26 Q1,62353643.52223599,44632465.526401915,1195.0,82.0,16174.42559688993,-19600.738932309694,47095836.21,63590838.28,41644438.07,72610012.94,16788610.15,64321303.8,30676911.82,70566083.93,76664307.06,45918672.81,64085849.57,26021119.45,59795292.62,24595389.5,23854857.86,30253411.36
"MFG Tijuana, MEX_4",KPI: Std VAM from Ops,FY26 Q1,47837459.985680245,42882103.18832602,211.0,258.0,4637.804123546104,15413.87646234881,42843117.93,79851890.54,49348665.25,78559479.25,75446247.33,53279770.05,39970961.52,55840422.02,36625965.65,25032905.08,8321516.71,49287584.38,37637360.94,54303141.21,22843952.22,55924284.93
"MFG Tijuana, MEX_5",KPI: Std VAM from Ops,FY26 Q1,38113618.0462507,66348975.898583926,667.0,428.0,-25866.626367762172,-25659.621647280037,79300709.06,29639688.73,60524097.18,14013361.78,33956248.22,72738393.02,43293814.39,30011639.35,23864580.11,51658940.85,43423009.64,52900415.56,78537555.96,62788872.37,71428940.93,56852115.0
